SEASON,PLAYER_NAME,POS,AGE,EXP,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,AST,STL,BLK,TO,PF
2019,P.J. Dozier,SG,22.0,2.0,8.5,1.3,3.5,0.3,1.3,0.2,0.3,1.0,1.8,0.8,0.3,0.0,0.0,0.3
2019,P.J. Tucker,PF,33.0,8.0,34.2,2.5,6.4,1.8,4.7,0.5,0.7,1.5,4.4,1.2,1.6,0.5,0.8,3.1
2019,P.J. Washington,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Pascal Siakam,PF,24.0,3.0,31.9,6.5,11.8,1.0,2.7,3.0,3.8,1.6,5.3,3.1,0.9,0.7,1.9,3.0
2019,Pat Connaughton,SG,26.0,4.0,20.7,2.7,5.7,1.1,3.3,0.5,0.7,1.0,3.2,2.0,0.5,0.4,0.5,1.3
2019,Patrick Beverley,PG,30.0,7.0,27.4,2.5,6.1,1.4,3.6,1.2,1.6,1.0,4.0,3.8,0.9,0.6,1.1,3.4
2019,Patrick McCaw,SG,23.0,3.0,14.866666666666665,0.8333333333333334,2.4333333333333336,0.3,1.0666666666666667,0.3,0.3666666666666667,0.16666666666666666,1.3,0.9,0.7666666666666666,0.06666666666666667,0.7000000000000001,1.0
2019,Patrick Patterson,PF,29.0,9.0,13.7,1.3,3.5,0.7,2.2,0.3,0.5,0.7,1.7,0.5,0.3,0.2,0.3,0.7
2019,Patrick Williams,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Patty Mills,PG,30.0,10.0,23.3,3.4,8.1,1.9,4.9,1.1,1.3,0.3,1.9,3.0,0.6,0.1,1.1,1.6
2019,Pau Gasol,C,38.0,18.0,11.4,1.0666666666666667,2.8000000000000003,0.2333333333333333,0.6,0.7333333333333334,1.1333333333333333,0.5,3.6666666666666665,1.4333333333333333,0.13333333333333333,0.43333333333333335,0.5666666666666667,0.7666666666666666
2019,Paul George,SF,28.0,9.0,36.9,9.2,21.0,3.8,9.8,5.9,7.0,1.4,6.8,4.1,2.2,0.4,2.7,2.8
2019,Paul Millsap,PF,33.0,13.0,27.1,4.6,9.5,0.8,2.3,2.6,3.6,2.2,5.0,2.0,1.2,0.8,1.4,2.6
2019,Paul Reed,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Paul Watson,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Payton Pritchard,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Precious Achiuwa,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Quincy Acy,PF,28.0,7.0,12.3,0.4,1.8,0.2,1.5,0.7,1.0,0.3,2.2,0.8,0.1,0.4,0.4,2.4
2019,Quincy Pondexter,SF,30.0,7.0,5.5,0.5,1.1,0.1,0.3,0.6,0.8,0.2,0.7,0.5,0.2,0.0,0.2,0.5
2019,Quinn Cook,PG,25.0,3.0,14.3,2.8,5.9,1.1,2.7,0.3,0.4,0.3,1.8,1.6,0.3,0.0,0.7,1.2
2019,Quinndary Weatherspoon,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,R.J. Hampton,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,R.J. Hunter,SG,25.0,4.0,26.0,6.0,13.0,4.0,10.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0
2019,RJ Barrett,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Rajon Rondo,PG,32.0,13.0,29.8,3.8,9.4,1.1,3.1,0.5,0.8,0.7,4.5,8.0,1.2,0.2,2.8,2.2
2019,Raul Neto,PG,26.0,4.0,12.8,2.0,4.4,0.5,1.6,0.8,0.9,0.2,1.5,2.5,0.4,0.1,0.9,1.3
2019,Rawle Alkins,SG,21.0,1.0,12.0,1.3,3.9,0.3,1.2,0.8,1.2,1.1,1.5,1.3,0.1,0.0,0.8,0.7
2019,Ray Spalding,PF,21.0,1.0,7.633333333333333,1.2333333333333334,2.3333333333333335,0.0,0.13333333333333333,0.19999999999999998,0.6,0.7666666666666666,1.6333333333333335,0.26666666666666666,0.4333333333333333,0.39999999999999997,0.4333333333333333,1.1333333333333335
2019,Rayjon Tucker,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Raymond Felton,PG,34.0,14.0,11.5,1.7,4.1,0.6,1.8,0.4,0.4,0.1,0.9,1.6,0.3,0.2,0.4,0.9
2019,Reggie Bullock,SG,27.0,6.0,29.400000000000002,3.766666666666667,9.166666666666666,2.2333333333333334,6.033333333333334,1.1333333333333333,1.3,0.3,2.4,1.8666666666666665,0.6333333333333333,0.23333333333333336,0.9333333333333332,1.7
2019,Reggie Jackson,PG,28.0,8.0,27.9,5.4,12.8,2.1,5.7,2.5,2.9,0.5,2.1,4.2,0.7,0.1,1.8,2.5
2019,Reggie Perry,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Richaun Holmes,C,25.0,4.0,16.9,3.2,5.2,0.0,0.0,1.8,2.5,1.6,3.1,0.9,0.6,1.1,0.7,2.8
2019,Ricky Rubio,PG,28.0,8.0,27.9,4.3,10.7,1.2,3.7,2.9,3.4,0.5,3.1,6.1,1.3,0.1,2.6,2.6
2019,Robert Covington,SF,28.0,6.0,34.300000000000004,4.366666666666666,10.133333333333333,2.4,6.333333333333333,1.8333333333333333,2.433333333333333,0.7666666666666666,4.7,1.3,2.066666666666667,1.4000000000000001,1.3666666666666665,3.6
2019,Robert Franks,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Robert Williams III,C,21.0,1.0,8.8,1.1,1.6,0.0,0.0,0.3,0.5,0.8,1.7,0.2,0.3,1.3,0.3,1.1
2019,Robert Woodard II,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Robin Lopez,C,30.0,11.0,21.7,4.1,7.2,0.1,0.4,1.2,1.7,1.9,2.0,1.2,0.1,1.1,1.3,1.7
2019,Rodions Kurucs,SF,20.0,1.0,20.5,3.2,7.1,0.9,2.9,1.1,1.5,0.9,3.0,0.8,0.7,0.4,1.2,2.3
2019,Rodney Hood,SG,26.0,5.0,26.03333333333333,4.0,9.133333333333333,1.1666666666666667,3.266666666666667,1.7999999999999998,2.066666666666667,0.3333333333333333,1.7666666666666666,1.7,0.8000000000000002,0.19999999999999998,0.7666666666666666,1.9666666666666668
2019,Rodney McGruder,SG,27.0,3.0,23.5,2.8,7.0,1.2,3.4,0.8,1.1,0.9,2.7,1.7,0.5,0.2,1.0,1.7
2019,Romeo Langford,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Ron Baker,SG,25.0,3.0,10.366666666666667,0.2333333333333333,1.2666666666666666,0.06666666666666667,0.9,0.26666666666666666,0.3,0.06666666666666667,0.7333333333333334,0.9,0.39999999999999997,0.13333333333333333,0.3666666666666667,1.0666666666666667
2019,Rondae Hollis-Jefferson,SF,24.0,4.0,20.9,3.4,8.3,0.2,0.8,2.0,3.1,1.4,3.8,1.6,0.7,0.5,1.2,1.8
2019,Royce O'Neale,SF,25.0,2.0,20.4,2.0,4.2,0.8,2.1,0.4,0.5,0.3,3.2,1.5,0.7,0.3,0.9,2.1
2019,Rudy Gay,PF,32.0,13.0,26.7,5.4,10.8,1.1,2.7,1.7,2.1,0.9,5.9,2.6,0.8,0.5,1.7,2.3
2019,Rudy Gobert,C,26.0,6.0,31.8,5.9,8.8,0.0,0.0,4.1,6.4,3.8,9.0,2.0,0.8,2.3,1.6,2.9
2019,Rui Hachimura,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Russell Westbrook,PG,30.0,11.0,36.0,8.6,20.2,1.6,5.6,4.1,6.2,1.5,9.6,10.7,1.9,0.5,4.5,3.4
2019,Ryan Anderson,PF,30.0,11.0,11.933333333333332,0.7666666666666667,2.566666666666667,0.3666666666666667,1.5,0.43333333333333335,0.5666666666666667,0.6666666666666666,1.3333333333333333,0.7000000000000001,0.16666666666666666,0.03333333333333333,0.5333333333333333,0.9
2019,Ryan Arcidiacono,PG,24.0,2.0,24.2,2.3,5.2,1.0,2.7,1.1,1.3,0.3,2.4,3.3,0.8,0.0,0.8,2.1
2019,Ryan Broekhoff,SG,28.0,1.0,10.8,1.4,3.0,0.9,2.2,0.4,0.5,0.2,1.3,0.5,0.1,0.1,0.4,0.8
2019,Saben Lee,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Saddiq Bey,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Salah Mejri,C,32.0,4.0,11.1,1.5,3.1,0.3,0.9,0.6,0.9,1.0,2.6,1.0,0.3,0.7,0.6,1.5
2019,Sam Dekker,PF,24.0,4.0,17.3,2.533333333333333,5.3999999999999995,0.4666666666666666,1.3333333333333333,0.6666666666666666,1.0,1.0999999999999999,2.1999999999999997,1.0,0.9,0.10000000000000002,0.5333333333333333,1.0999999999999999
2019,Sam Merrill,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Scott Machado,PG,28.0,2.0,4.8,1.0,1.5,0.3,0.3,0.3,0.3,0.0,0.0,0.8,0.3,0.0,0.0,0.5
2019,Sean McDermott,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Sekou Doumbouya,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Semi Ojeleye,PF,24.0,2.0,10.6,1.2,2.8,0.5,1.6,0.4,0.7,0.4,1.1,0.4,0.2,0.1,0.3,0.8
2019,Serge Ibaka,C,29.0,10.0,27.2,6.3,11.9,0.7,2.3,1.8,2.4,2.1,6.0,1.3,0.4,1.4,1.5,2.9
2019,Seth Curry,SG,28.0,5.0,18.9,2.9,6.3,1.5,3.4,0.6,0.7,0.4,1.3,0.9,0.5,0.2,0.8,1.3
2019,Shabazz Napier,PG,27.0,5.0,17.6,3.0,7.8,1.4,4.1,2.1,2.5,0.3,1.5,2.6,0.7,0.3,1.2,1.2
2019,Shai Gilgeous-Alexander,PG,20.0,1.0,26.5,4.2,8.7,0.6,1.7,1.9,2.4,0.7,2.1,3.3,1.2,0.5,1.7,2.1
2019,Shake Milton,SG,22.0,1.0,13.4,1.7,4.4,0.7,2.2,0.3,0.4,0.5,1.3,0.9,0.4,0.4,0.3,1.5
2019,Shaquille Harrison,SG,25.0,2.0,19.6,2.5,5.8,0.3,1.2,1.1,1.7,0.5,2.6,1.9,1.2,0.4,0.8,1.7
2019,Shaun Livingston,PG,33.0,14.0,15.1,1.7,3.3,0.0,0.0,0.6,0.8,0.7,1.2,1.8,0.5,0.4,0.6,1.2
2019,Shelvin Mack,PG,28.0,8.0,18.366666666666664,2.1333333333333333,5.966666666666666,0.5666666666666668,1.7333333333333332,1.0999999999999999,1.7333333333333332,0.19999999999999998,1.2,2.3000000000000003,0.7000000000000001,0.06666666666666667,1.1333333333333333,1.2666666666666666
2019,Sindarius Thornwell,SG,24.0,2.0,4.9,0.3,0.8,0.0,0.2,0.4,0.5,0.1,0.6,0.3,0.2,0.1,0.3,0.6
2019,Skal Labissiere,PF,22.0,3.0,7.8999999999999995,1.2,2.1999999999999997,0.26666666666666666,0.5333333333333333,0.39999999999999997,0.7666666666666666,0.43333333333333335,1.5333333333333332,0.5333333333333333,0.2333333333333333,0.26666666666666666,0.4666666666666666,1.2666666666666668
2019,Skylar Mays,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Solomon Hill,SF,27.0,6.0,20.0,1.5,4.0,0.7,2.3,0.5,0.7,0.8,2.3,1.3,0.5,0.2,0.7,1.8
2019,Spencer Dinwiddie,PG,25.0,5.0,28.1,5.4,12.2,1.8,5.4,4.2,5.2,0.4,2.1,4.6,0.6,0.3,2.2,2.8
2019,Stanley Johnson,SF,22.0,4.0,17.333333333333332,2.5,6.366666666666667,0.8666666666666667,3.0,0.7333333333333334,0.9333333333333332,0.5,2.566666666666667,1.4000000000000001,0.8666666666666667,0.19999999999999998,1.2333333333333334,1.5999999999999999
2019,Stephen Curry,PG,30.0,10.0,33.8,9.2,19.4,5.1,11.7,3.8,4.2,0.7,4.7,5.2,1.3,0.4,2.8,2.4
2019,Sterling Brown,SG,23.0,2.0,17.8,2.5,5.4,0.9,2.5,0.5,0.7,0.5,2.7,1.4,0.4,0.1,0.8,1.5
2019,Steven Adams,C,25.0,6.0,33.4,6.0,10.1,0.0,0.0,1.8,3.7,4.9,4.6,1.6,1.5,1.0,1.7,2.6
2019,Svi Mykhailiuk,SF,21.0,1.0,9.333333333333334,0.9666666666666668,3.1333333333333333,0.6999999999999998,1.866666666666667,0.19999999999999998,0.3333333333333333,0.2333333333333333,0.5333333333333333,1.0,0.3,0.0,0.43333333333333335,0.39999999999999997
2019,T.J. Leaf,PF,21.0,2.0,9.0,1.7,3.2,0.1,0.5,0.3,0.5,0.7,1.4,0.4,0.2,0.3,0.2,0.6
2019,T.J. McConnell,PG,26.0,4.0,19.3,2.9,5.5,0.2,0.6,0.4,0.5,0.4,1.9,3.4,1.0,0.2,1.2,1.4
2019,T.J. Warren,SF,25.0,5.0,31.6,6.9,14.2,1.8,4.2,2.3,2.9,0.7,3.3,1.5,1.2,0.7,1.2,2.8
2019,Tacko Fall,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tahjere McCall,SG,24.0,1.0,8.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
2019,Taj Gibson,PF,33.0,10.0,24.1,4.3,7.7,0.2,0.5,1.9,2.5,2.5,4.1,1.2,0.8,0.6,1.0,2.7
2019,Talen Horton-Tucker,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Taurean Prince,SF,24.0,3.0,28.2,4.8,10.8,2.2,5.7,1.7,2.1,0.4,3.2,2.1,1.0,0.3,1.8,2.6
2019,Terance Mann,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Terence Davis,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Terrance Ferguson,SG,20.0,2.0,26.1,2.5,5.8,1.4,3.9,0.5,0.7,0.4,1.5,1.0,0.5,0.2,0.6,3.1
2019,Terrence Jones,PF,27.0,6.0,2.5,0.5,2.0,0.0,1.0,0.0,0.5,0.0,2.0,0.0,0.0,0.0,0.5,0.5
2019,Terrence Ross,SG,27.0,7.0,26.5,5.4,12.7,2.7,7.0,1.6,1.8,0.3,3.1,1.7,0.9,0.4,1.1,1.5
2019,Terry Rozier,PG,24.0,4.0,22.7,3.3,8.4,1.5,4.3,0.9,1.2,0.4,3.5,2.9,0.9,0.3,0.9,1.3
2019,Thabo Sefolosha,SF,34.0,13.0,12.2,1.4,3.0,0.7,1.6,0.3,0.4,0.2,2.3,0.5,0.9,0.1,0.5,0.8
2019,Thaddeus Young,PF,30.0,12.0,30.7,5.5,10.4,0.6,1.8,1.1,1.7,2.4,4.1,2.5,1.5,0.4,1.5,2.4
2019,Thanasis Antetokounmpo,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Theo Maledon,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Theo Pinson,SG,23.0,1.0,11.7,1.4,4.1,0.7,2.6,1.1,1.2,0.2,1.8,1.2,0.3,0.0,1.0,0.8
2019,Thomas Bryant,C,21.0,2.0,20.8,4.3,7.0,0.5,1.4,1.5,1.9,1.6,4.7,1.3,0.3,0.9,0.8,1.8
2019,Thomas Welsh,C,22.0,1.0,3.3,0.6,1.2,0.3,0.6,0.1,0.2,0.0,0.4,0.5,0.0,0.0,0.1,0.3
2019,Thon Maker,C,21.0,3.0,11.7,1.7,3.8,0.7,2.2,0.6,1.1,0.5,2.3,0.5,0.3,0.5,0.3,1.6
2019,Thon Maker,C-PF,21.0,3.0,15.2,1.7,4.2,0.8,2.4,0.9,1.3,0.6,2.5,0.7,0.3,0.8,0.5,1.6
2019,Thon Maker,PF,21.0,3.0,19.4,1.7,4.6,0.8,2.6,1.2,1.6,0.8,2.8,0.9,0.4,1.1,0.8,1.7
2019,Tim Frazier,PG,28.0,5.0,18.633333333333336,2.0666666666666664,4.666666666666667,0.6666666666666666,1.7666666666666666,0.7333333333333334,0.9666666666666668,0.7333333333333334,2.066666666666667,4.033333333333334,0.4666666666666666,0.10000000000000002,1.3,1.8333333333333333
2019,Tim Hardaway Jr.,SG,26.0,6.0,31.2,5.933333333333334,15.066666666666668,2.466666666666667,7.333333333333333,3.1999999999999997,3.8666666666666667,0.5,2.8666666666666667,2.3333333333333335,0.7666666666666666,0.10000000000000002,1.5666666666666667,2.1
2019,Timothe Luwawu-Cabarrot,SF,23.0,3.0,12.700000000000001,1.5333333333333332,4.133333333333334,0.6666666666666666,2.1666666666666665,0.5666666666666667,0.7666666666666666,0.20000000000000004,1.6333333333333335,0.5,0.3666666666666667,0.13333333333333333,0.39999999999999997,1.4000000000000001
2019,Tobias Harris,PF,26.0,8.0,34.76666666666667,7.366666666666667,15.200000000000001,1.8333333333333333,4.833333333333333,3.1333333333333333,3.6666666666666665,0.9,6.966666666666666,2.8000000000000003,0.5666666666666667,0.4666666666666666,1.8,2.2333333333333334
2019,Tomas Satoransky,PG,27.0,3.0,27.1,3.2,6.6,0.8,2.0,1.6,2.0,1.0,2.5,5.0,1.0,0.2,1.5,2.2
2019,Tony Bradley,C,21.0,2.0,12.0,2.7,5.3,0.0,0.0,0.3,0.7,3.0,2.0,0.3,0.7,0.7,1.0,2.0
2019,Tony Parker,PG,36.0,18.0,17.9,3.8,8.3,0.2,0.9,1.6,2.2,0.3,1.2,3.7,0.4,0.1,1.3,0.9
2019,Tony Snell,SF,27.0,6.0,17.6,2.2,4.9,1.1,2.8,0.5,0.6,0.4,1.7,0.9,0.4,0.2,0.3,1.2
2019,Torrey Craig,SF,28.0,2.0,20.0,2.1,4.8,0.8,2.5,0.7,0.9,1.2,2.3,1.0,0.5,0.6,0.6,2.3
2019,Trae Young,PG,20.0,1.0,30.9,6.5,15.5,1.9,6.0,4.2,5.1,0.8,2.9,8.1,0.9,0.2,3.8,1.7
2019,Tre Jones,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tremont Waters,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Trent Forrest,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Treveon Graham,SG,25.0,3.0,20.4,1.8,5.5,1.1,3.7,0.5,0.6,0.7,2.4,1.0,0.4,0.2,0.5,1.9
2019,Trevon Duval,PG,20.0,1.0,2.0,0.7,1.0,0.3,0.3,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0
2019,Trevor Ariza,SF,33.0,15.0,34.03333333333333,4.133333333333333,10.4,2.066666666666667,6.166666666666667,1.8333333333333333,2.3,0.7000000000000001,4.733333333333333,3.6,1.3333333333333333,0.3,1.5333333333333332,1.8666666666666665
2019,Trey Burke,PG,26.0,6.0,19.23333333333333,4.033333333333333,9.266666666666667,0.9666666666666667,2.733333333333333,1.7666666666666666,2.1333333333333333,0.5,1.2,2.6999999999999997,0.5666666666666667,0.13333333333333333,0.8333333333333334,1.0
2019,Trey Lyles,PF,23.0,4.0,17.5,3.2,7.7,0.8,3.1,1.3,1.8,0.7,3.2,1.4,0.5,0.4,1.1,1.5
2019,Tristan Thompson,C,27.0,8.0,27.9,4.7,8.8,0.0,0.0,1.6,2.5,4.0,6.2,2.0,0.7,0.4,1.4,2.1
2019,Troy Brown Jr.,SF,19.0,1.0,14.0,1.9,4.5,0.4,1.3,0.6,0.9,0.7,2.1,1.5,0.4,0.1,0.6,1.1
2019,Troy Caupain,PG,23.0,1.0,4.0,1.0,2.0,0.5,0.8,0.0,0.0,0.3,0.5,1.0,0.3,0.0,0.0,0.0
2019,Troy Daniels,SG,27.0,6.0,14.9,2.2,5.4,1.5,3.8,0.4,0.5,0.3,1.2,0.5,0.5,0.1,0.5,1.5
2019,Troy Williams,SF,24.0,3.0,14.9,2.1,4.7,0.7,2.1,0.4,0.7,0.6,2.2,0.5,0.5,0.4,0.4,1.8
2019,Ty Jerome,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Ty-Shon Alexander,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyler Bey,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyler Cavanaugh,PF,24.0,2.0,3.5,0.3,0.9,0.1,0.5,0.2,0.2,0.3,0.5,0.1,0.0,0.0,0.1,0.3
2019,Tyler Cook,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyler Davis,C,21.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyler Dorsey,SG,22.0,2.0,15.033333333333333,2.3333333333333335,5.7,0.9666666666666668,2.8666666666666667,0.7999999999999999,1.3333333333333333,0.6,1.8666666666666665,1.2333333333333332,0.3,0.0,0.6,1.1333333333333335
2019,Tyler Herro,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyler Johnson,PG,26.0,5.0,27.833333333333332,3.733333333333333,9.299999999999999,1.5333333333333332,4.5,1.9000000000000001,2.4,0.7333333333333334,2.5,3.1999999999999997,0.9666666666666668,0.5,1.3,1.7333333333333334
2019,Tyler Lydon,PF,22.0,2.0,3.8,0.4,0.7,0.2,0.4,0.0,0.1,0.3,0.4,0.2,0.1,0.0,0.2,0.4
2019,Tyler Ulis,PG,23.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyler Zeller,C,29.0,7.0,13.833333333333334,2.2333333333333334,4.333333333333333,0.0,0.2333333333333333,1.9333333333333333,2.5,1.7,2.1666666666666665,0.6666666666666666,0.16666666666666666,0.43333333333333335,0.5666666666666667,3.1
2019,Tyreke Evans,SG,29.0,10.0,20.3,3.7,9.6,1.1,3.1,1.7,2.3,0.5,2.4,2.4,0.8,0.3,1.7,1.7
2019,Tyrell Terry,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyrese Haliburton,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyrese Maxey,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Tyrone Wallace,PG,24.0,2.0,10.1,1.5,3.5,0.1,0.3,0.5,0.9,0.3,1.3,0.7,0.3,0.1,0.6,1.3
2019,Tyson Chandler,C,36.0,18.0,15.0,1.1,1.7666666666666666,0.0,0.0,1.0666666666666667,1.8666666666666665,1.5,4.1000000000000005,0.7333333333333334,0.3666666666666667,0.3333333333333333,0.8333333333333334,2.3000000000000003
2019,Tyus Jones,PG,22.0,4.0,22.9,2.7,6.6,0.6,1.9,0.9,1.0,0.3,1.6,4.8,1.2,0.1,0.7,1.1
2019,Udoka Azubuike,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Udonis Haslem,C,38.0,16.0,7.4,1.1,3.3,0.0,1.2,0.3,0.4,0.3,2.4,0.2,0.0,0.0,0.3,0.9
2019,Vernon Carey Jr.,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Victor Oladipo,SG,26.0,6.0,31.9,6.9,16.3,2.1,6.0,2.9,3.9,0.6,5.0,5.2,1.7,0.3,2.3,2.0
2019,Vince Carter,PF,42.0,21.0,17.5,2.6,6.2,1.6,4.2,0.6,0.9,0.4,2.1,1.1,0.6,0.4,0.6,1.9
2019,Vince Edwards,SF,22.0,1.0,8.0,0.5,2.0,0.5,2.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
2019,Vincent Poirier,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Vlatko Cancar,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Wade Baldwin,PG,22.0,3.0,5.9,0.6,2.1,0.1,0.6,0.5,0.7,0.1,0.8,0.8,0.1,0.1,0.9,0.7
2019,Walt Lemon Jr.,PG,26.0,2.0,27.8,6.3,14.5,0.3,0.8,1.3,1.8,0.7,3.8,5.0,1.8,0.2,1.7,2.3
2019,Wayne Ellington,SG,31.0,10.0,24.366666666666664,3.4666666666666663,8.6,2.6,7.0,0.7333333333333334,0.9,0.26666666666666666,1.7666666666666666,1.3666666666666665,1.0333333333333334,0.10000000000000002,0.7666666666666666,1.7333333333333334
2019,Wayne Selden,SG,24.0,3.0,18.766666666666666,2.533333333333333,6.3,0.7000000000000001,2.3000000000000003,0.8666666666666667,1.2,0.5,1.8333333333333333,1.4333333333333333,0.39999999999999997,0.20000000000000004,1.0333333333333334,1.7
2019,Wendell Carter Jr.,C,19.0,1.0,25.2,4.1,8.4,0.1,0.7,2.0,2.5,2.0,5.0,1.8,0.6,1.3,1.5,3.5
