,TEAM_ID,STANDINGSDATE,TEAM,W_PCT
0,1610612743,2022-12-22,Denver,0.633
1,1610612763,2022-12-22,Memphis,0.633
2,1610612740,2022-12-22,New Orleans,0.613
3,1610612756,2022-12-22,Phoenix,0.594
4,1610612746,2022-12-22,LA Clippers,0.576
5,1610612758,2022-12-22,Sacramento,0.567
6,1610612762,2022-12-22,Utah,0.543
7,1610612757,2022-12-22,Portland,0.531
8,1610612742,2022-12-22,Dallas,0.5
9,1610612750,2022-12-22,Minnesota,0.5
10,1610612744,2022-12-22,Golden State,0.455
11,1610612760,2022-12-22,Oklahoma City,0.438
12,1610612747,2022-12-22,L.A. Lakers,0.419
13,1610612759,2022-12-22,San Antonio,0.323
14,1610612745,2022-12-22,Houston,0.29
15,1610612743,2022-12-21,Denver,0.633
16,1610612763,2022-12-21,Memphis,0.633
17,1610612740,2022-12-21,New Orleans,0.6
18,1610612756,2022-12-21,Phoenix,0.594
19,1610612746,2022-12-21,LA Clippers,0.576
20,1610612758,2022-12-21,Sacramento,0.567
21,1610612757,2022-12-21,Portland,0.531
22,1610612762,2022-12-21,Utah,0.529
23,1610612742,2022-12-21,Dallas,0.5
24,1610612750,2022-12-21,Minnesota,0.5
25,1610612744,2022-12-21,Golden State,0.455
26,1610612760,2022-12-21,Oklahoma City,0.438
27,1610612747,2022-12-21,L.A. Lakers,0.419
28,1610612759,2022-12-21,San Antonio,0.333
29,1610612745,2022-12-21,Houston,0.29
30,1610612743,2022-12-20,Denver,0.633
31,1610612763,2022-12-20,Memphis,0.633
32,1610612740,2022-12-20,New Orleans,0.6
33,1610612756,2022-12-20,Phoenix,0.594
34,1610612746,2022-12-20,LA Clippers,0.563
35,1610612758,2022-12-20,Sacramento,0.552
36,1610612757,2022-12-20,Portland,0.548
37,1610612762,2022-12-20,Utah,0.529
38,1610612750,2022-12-20,Minnesota,0.516
39,1610612742,2022-12-20,Dallas,0.484
40,1610612744,2022-12-20,Golden State,0.469
41,1610612747,2022-12-20,L.A. Lakers,0.433
42,1610612760,2022-12-20,Oklahoma City,0.419
43,1610612759,2022-12-20,San Antonio,0.333
44,1610612745,2022-12-20,Houston,0.3
45,1610612763,2022-12-19,Memphis,0.655
46,1610612743,2022-12-19,Denver,0.621
47,1610612756,2022-12-19,Phoenix,0.613
48,1610612740,2022-12-19,New Orleans,0.6
49,1610612746,2022-12-19,LA Clippers,0.563
50,1610612758,2022-12-19,Sacramento,0.552
51,1610612757,2022-12-19,Portland,0.548
52,1610612750,2022-12-19,Minnesota,0.516
53,1610612762,2022-12-19,Utah,0.515
54,1610612742,2022-12-19,Dallas,0.484
55,1610612744,2022-12-19,Golden State,0.484
56,1610612747,2022-12-19,L.A. Lakers,0.433
57,1610612760,2022-12-19,Oklahoma City,0.419
58,1610612759,2022-12-19,San Antonio,0.333
59,1610612745,2022-12-19,Houston,0.3
60,1610612763,2022-12-18,Memphis,0.655
61,1610612743,2022-12-18,Denver,0.621
62,1610612740,2022-12-18,New Orleans,0.621
63,1610612756,2022-12-18,Phoenix,0.6
64,1610612758,2022-12-18,Sacramento,0.571
65,1610612757,2022-12-18,Portland,0.567
66,1610612746,2022-12-18,LA Clippers,0.563
67,1610612762,2022-12-18,Utah,0.531
68,1610612742,2022-12-18,Dallas,0.5
69,1610612750,2022-12-18,Minnesota,0.5
70,1610612744,2022-12-18,Golden State,0.484
71,1610612747,2022-12-18,L.A. Lakers,0.448
72,1610612760,2022-12-18,Oklahoma City,0.4
73,1610612745,2022-12-18,Houston,0.31
74,1610612759,2022-12-18,San Antonio,0.31
75,1610612763,2022-12-17,Memphis,0.655
76,1610612740,2022-12-17,New Orleans,0.621
77,1610612743,2022-12-17,Denver,0.607
78,1610612756,2022-12-17,Phoenix,0.6
79,1610612758,2022-12-17,Sacramento,0.571
80,1610612757,2022-12-17,Portland,0.567
81,1610612746,2022-12-17,LA Clippers,0.563
82,1610612762,2022-12-17,Utah,0.531
83,1610612742,2022-12-17,Dallas,0.5
84,1610612750,2022-12-17,Minnesota,0.483
85,1610612744,2022-12-17,Golden State,0.467
86,1610612747,2022-12-17,L.A. Lakers,0.429
87,1610612760,2022-12-17,Oklahoma City,0.4
88,1610612745,2022-12-17,Houston,0.31
89,1610612759,2022-12-17,San Antonio,0.31
90,1610612763,2022-12-16,Memphis,0.679
91,1610612740,2022-12-16,New Orleans,0.643
92,1610612743,2022-12-16,Denver,0.607
93,1610612756,2022-12-16,Phoenix,0.586
94,1610612758,2022-12-16,Sacramento,0.571
95,1610612757,2022-12-16,Portland,0.552
96,1610612746,2022-12-16,LA Clippers,0.548
97,1610612762,2022-12-16,Utah,0.548
98,1610612742,2022-12-16,Dallas,0.517
99,1610612750,2022-12-16,Minnesota,0.483
100,1610612744,2022-12-16,Golden State,0.467
101,1610612747,2022-12-16,L.A. Lakers,0.429
102,1610612760,2022-12-16,Oklahoma City,0.379
103,1610612745,2022-12-16,Houston,0.321
104,1610612759,2022-12-16,San Antonio,0.321
105,1610612763,2022-12-15,Memphis,0.679
106,1610612740,2022-12-15,New Orleans,0.643
107,1610612743,2022-12-15,Denver,0.63
108,1610612756,2022-12-15,Phoenix,0.586
109,1610612757,2022-12-15,Portland,0.571
110,1610612758,2022-12-15,Sacramento,0.556
111,1610612746,2022-12-15,LA Clippers,0.548
112,1610612762,2022-12-15,Utah,0.548
113,1610612742,2022-12-15,Dallas,0.5
114,1610612744,2022-12-15,Golden State,0.483
115,1610612750,2022-12-15,Minnesota,0.464
116,1610612747,2022-12-15,L.A. Lakers,0.407
117,1610612760,2022-12-15,Oklahoma City,0.393
118,1610612745,2022-12-15,Houston,0.321
119,1610612759,2022-12-15,San Antonio,0.321
120,1610612763,2022-12-14,Memphis,0.667
121,1610612740,2022-12-14,New Orleans,0.667
122,1610612743,2022-12-14,Denver,0.63
123,1610612756,2022-12-14,Phoenix,0.571
124,1610612757,2022-12-14,Portland,0.571
125,1610612746,2022-12-14,LA Clippers,0.567
126,1610612758,2022-12-14,Sacramento,0.556
127,1610612762,2022-12-14,Utah,0.533
128,1610612742,2022-12-14,Dallas,0.5
129,1610612744,2022-12-14,Golden State,0.483
130,1610612750,2022-12-14,Minnesota,0.464
131,1610612747,2022-12-14,L.A. Lakers,0.407
132,1610612760,2022-12-14,Oklahoma City,0.393
133,1610612745,2022-12-14,Houston,0.333
134,1610612759,2022-12-14,San Antonio,0.321
135,1610612763,2022-12-13,Memphis,0.667
136,1610612740,2022-12-13,New Orleans,0.667
137,1610612743,2022-12-13,Denver,0.615
138,1610612756,2022-12-13,Phoenix,0.571
139,1610612757,2022-12-13,Portland,0.556
140,1610612746,2022-12-13,LA Clippers,0.552
141,1610612758,2022-12-13,Sacramento,0.538
142,1610612762,2022-12-13,Utah,0.533
143,1610612742,2022-12-13,Dallas,0.519
144,1610612744,2022-12-13,Golden State,0.5
145,1610612750,2022-12-13,Minnesota,0.481
146,1610612747,2022-12-13,L.A. Lakers,0.407
147,1610612760,2022-12-13,Oklahoma City,0.407
148,1610612745,2022-12-13,Houston,0.333
149,1610612759,2022-12-13,San Antonio,0.333
150,1610612740,2022-12-12,New Orleans,0.692
151,1610612763,2022-12-12,Memphis,0.667
152,1610612743,2022-12-12,Denver,0.615
153,1610612756,2022-12-12,Phoenix,0.593
154,1610612758,2022-12-12,Sacramento,0.56
155,1610612757,2022-12-12,Portland,0.556
156,1610612746,2022-12-12,LA Clippers,0.552
157,1610612742,2022-12-12,Dallas,0.519
158,1610612744,2022-12-12,Golden State,0.519
159,1610612762,2022-12-12,Utah,0.517
160,1610612750,2022-12-12,Minnesota,0.481
161,1610612747,2022-12-12,L.A. Lakers,0.423
162,1610612760,2022-12-12,Oklahoma City,0.407
163,1610612759,2022-12-12,San Antonio,0.333
164,1610612745,2022-12-12,Houston,0.308
165,1610612740,2022-12-11,New Orleans,0.692
166,1610612763,2022-12-11,Memphis,0.654
167,1610612743,2022-12-11,Denver,0.615
168,1610612756,2022-12-11,Phoenix,0.593
169,1610612758,2022-12-11,Sacramento,0.56
170,1610612757,2022-12-11,Portland,0.538
171,1610612746,2022-12-11,LA Clippers,0.536
172,1610612744,2022-12-11,Golden State,0.519
173,1610612762,2022-12-11,Utah,0.517
174,1610612742,2022-12-11,Dallas,0.5
175,1610612750,2022-12-11,Minnesota,0.5
176,1610612747,2022-12-11,L.A. Lakers,0.423
177,1610612760,2022-12-11,Oklahoma City,0.423
178,1610612745,2022-12-11,Houston,0.308
179,1610612759,2022-12-11,San Antonio,0.308
180,1610612740,2022-12-10,New Orleans,0.68
181,1610612763,2022-12-10,Memphis,0.654
182,1610612743,2022-12-10,Denver,0.615
183,1610612756,2022-12-10,Phoenix,0.615
184,1610612758,2022-12-10,Sacramento,0.583
185,1610612757,2022-12-10,Portland,0.538
186,1610612746,2022-12-10,LA Clippers,0.536
187,1610612744,2022-12-10,Golden State,0.519
188,1610612762,2022-12-10,Utah,0.517
189,1610612742,2022-12-10,Dallas,0.5
190,1610612750,2022-12-10,Minnesota,0.5
191,1610612760,2022-12-10,Oklahoma City,0.423
192,1610612747,2022-12-10,L.A. Lakers,0.4
193,1610612759,2022-12-10,San Antonio,0.308
194,1610612745,2022-12-10,Houston,0.28
195,1610612740,2022-12-09,New Orleans,0.68
196,1610612763,2022-12-09,Memphis,0.654
197,1610612756,2022-12-09,Phoenix,0.615
198,1610612743,2022-12-09,Denver,0.6
199,1610612758,2022-12-09,Sacramento,0.583
200,1610612762,2022-12-09,Utah,0.536
201,1610612742,2022-12-09,Dallas,0.52
202,1610612750,2022-12-09,Minnesota,0.52
203,1610612757,2022-12-09,Portland,0.52
204,1610612746,2022-12-09,LA Clippers,0.519
205,1610612744,2022-12-09,Golden State,0.5
206,1610612760,2022-12-09,Oklahoma City,0.44
207,1610612747,2022-12-09,L.A. Lakers,0.4
208,1610612745,2022-12-09,Houston,0.28
209,1610612759,2022-12-09,San Antonio,0.28
210,1610612740,2022-12-08,New Orleans,0.667
211,1610612763,2022-12-08,Memphis,0.64
212,1610612756,2022-12-08,Phoenix,0.64
213,1610612743,2022-12-08,Denver,0.6
214,1610612758,2022-12-08,Sacramento,0.565
215,1610612762,2022-12-08,Utah,0.556
216,1610612742,2022-12-08,Dallas,0.542
217,1610612757,2022-12-08,Portland,0.52
218,1610612746,2022-12-08,LA Clippers,0.519
219,1610612744,2022-12-08,Golden State,0.5
220,1610612750,2022-12-08,Minnesota,0.5
221,1610612760,2022-12-08,Oklahoma City,0.44
222,1610612747,2022-12-08,L.A. Lakers,0.417
223,1610612745,2022-12-08,Houston,0.28
224,1610612759,2022-12-08,San Antonio,0.28
225,1610612740,2022-12-07,New Orleans,0.667
226,1610612763,2022-12-07,Memphis,0.64
227,1610612756,2022-12-07,Phoenix,0.64
228,1610612743,2022-12-07,Denver,0.583
229,1610612758,2022-12-07,Sacramento,0.565
230,1610612762,2022-12-07,Utah,0.556
231,1610612742,2022-12-07,Dallas,0.542
232,1610612757,2022-12-07,Portland,0.542
233,1610612746,2022-12-07,LA Clippers,0.538
234,1610612744,2022-12-07,Golden State,0.5
235,1610612750,2022-12-07,Minnesota,0.5
236,1610612760,2022-12-07,Oklahoma City,0.44
237,1610612747,2022-12-07,L.A. Lakers,0.417
238,1610612745,2022-12-07,Houston,0.292
239,1610612759,2022-12-07,San Antonio,0.25
240,1610612756,2022-12-06,Phoenix,0.667
241,1610612740,2022-12-06,New Orleans,0.652
242,1610612763,2022-12-06,Memphis,0.625
243,1610612758,2022-12-06,Sacramento,0.591
244,1610612743,2022-12-06,Denver,0.583
245,1610612746,2022-12-06,LA Clippers,0.56
246,1610612742,2022-12-06,Dallas,0.542
247,1610612757,2022-12-06,Portland,0.542
248,1610612762,2022-12-06,Utah,0.538
249,1610612744,2022-12-06,Golden State,0.52
250,1610612750,2022-12-06,Minnesota,0.478
251,1610612760,2022-12-06,Oklahoma City,0.458
252,1610612747,2022-12-06,L.A. Lakers,0.435
253,1610612745,2022-12-06,Houston,0.292
254,1610612759,2022-12-06,San Antonio,0.25
255,1610612756,2022-12-05,Phoenix,0.667
256,1610612740,2022-12-05,New Orleans,0.652
257,1610612763,2022-12-05,Memphis,0.625
258,1610612743,2022-12-05,Denver,0.609
259,1610612758,2022-12-05,Sacramento,0.591
260,1610612746,2022-12-05,LA Clippers,0.56
261,1610612757,2022-12-05,Portland,0.542
262,1610612762,2022-12-05,Utah,0.538
263,1610612742,2022-12-05,Dallas,0.522
264,1610612744,2022-12-05,Golden State,0.52
265,1610612750,2022-12-05,Minnesota,0.478
266,1610612760,2022-12-05,Oklahoma City,0.458
267,1610612747,2022-12-05,L.A. Lakers,0.455
268,1610612745,2022-12-05,Houston,0.292
269,1610612759,2022-12-05,San Antonio,0.25
270,1610612756,2022-12-04,Phoenix,0.696
271,1610612740,2022-12-04,New Orleans,0.652
272,1610612743,2022-12-04,Denver,0.609
273,1610612763,2022-12-04,Memphis,0.609
274,1610612758,2022-12-04,Sacramento,0.591
275,1610612744,2022-12-04,Golden State,0.542
276,1610612746,2022-12-04,LA Clippers,0.542
277,1610612757,2022-12-04,Portland,0.542
278,1610612762,2022-12-04,Utah,0.538
279,1610612742,2022-12-04,Dallas,0.5
280,1610612750,2022-12-04,Minnesota,0.478
281,1610612747,2022-12-04,L.A. Lakers,0.455
282,1610612760,2022-12-04,Oklahoma City,0.435
283,1610612745,2022-12-04,Houston,0.261
284,1610612759,2022-12-04,San Antonio,0.25
285,1610612756,2022-12-03,Phoenix,0.682
286,1610612743,2022-12-03,Denver,0.636
287,1610612740,2022-12-03,New Orleans,0.636
288,1610612763,2022-12-03,Memphis,0.591
289,1610612758,2022-12-03,Sacramento,0.571
290,1610612744,2022-12-03,Golden State,0.542
291,1610612746,2022-12-03,LA Clippers,0.542
292,1610612762,2022-12-03,Utah,0.538
293,1610612757,2022-12-03,Portland,0.522
294,1610612742,2022-12-03,Dallas,0.5
295,1610612750,2022-12-03,Minnesota,0.478
296,1610612760,2022-12-03,Oklahoma City,0.435
297,1610612747,2022-12-03,L.A. Lakers,0.429
298,1610612745,2022-12-03,Houston,0.261
299,1610612759,2022-12-03,San Antonio,0.261
300,1610612756,2022-12-02,Phoenix,0.682
301,1610612743,2022-12-02,Denver,0.636
302,1610612740,2022-12-02,New Orleans,0.636
303,1610612763,2022-12-02,Memphis,0.591
304,1610612746,2022-12-02,LA Clippers,0.565
305,1610612762,2022-12-02,Utah,0.56
306,1610612758,2022-12-02,Sacramento,0.55
307,1610612744,2022-12-02,Golden State,0.522
308,1610612750,2022-12-02,Minnesota,0.5
309,1610612757,2022-12-02,Portland,0.5
310,1610612742,2022-12-02,Dallas,0.476
311,1610612747,2022-12-02,L.A. Lakers,0.429
312,1610612760,2022-12-02,Oklahoma City,0.409
313,1610612745,2022-12-02,Houston,0.273
314,1610612759,2022-12-02,San Antonio,0.261
315,1610612756,2022-12-01,Phoenix,0.714
316,1610612743,2022-12-01,Denver,0.667
317,1610612740,2022-12-01,New Orleans,0.619
318,1610612763,2022-12-01,Memphis,0.571
319,1610612746,2022-12-01,LA Clippers,0.565
320,1610612758,2022-12-01,Sacramento,0.55
321,1610612762,2022-12-01,Utah,0.542
322,1610612744,2022-12-01,Golden State,0.5
323,1610612750,2022-12-01,Minnesota,0.5
324,1610612757,2022-12-01,Portland,0.5
325,1610612742,2022-12-01,Dallas,0.476
326,1610612760,2022-12-01,Oklahoma City,0.409
327,1610612747,2022-12-01,L.A. Lakers,0.4
328,1610612759,2022-12-01,San Antonio,0.273
329,1610612745,2022-12-01,Houston,0.238
330,1610612756,2022-11-30,Phoenix,0.714
331,1610612743,2022-11-30,Denver,0.667
332,1610612740,2022-11-30,New Orleans,0.619
333,1610612763,2022-11-30,Memphis,0.571
334,1610612746,2022-11-30,LA Clippers,0.565
335,1610612758,2022-11-30,Sacramento,0.55
336,1610612762,2022-11-30,Utah,0.542
337,1610612744,2022-11-30,Golden State,0.5
338,1610612750,2022-11-30,Minnesota,0.5
339,1610612757,2022-11-30,Portland,0.5
340,1610612742,2022-11-30,Dallas,0.5
341,1610612760,2022-11-30,Oklahoma City,0.409
342,1610612747,2022-11-30,L.A. Lakers,0.4
343,1610612759,2022-11-30,San Antonio,0.273
344,1610612745,2022-11-30,Houston,0.238
345,1610612756,2022-11-29,Phoenix,0.7
346,1610612743,2022-11-29,Denver,0.65
347,1610612763,2022-11-29,Memphis,0.6
348,1610612740,2022-11-29,New Orleans,0.6
349,1610612746,2022-11-29,LA Clippers,0.591
350,1610612758,2022-11-29,Sacramento,0.526
351,1610612757,2022-11-29,Portland,0.524
352,1610612762,2022-11-29,Utah,0.522
353,1610612744,2022-11-29,Golden State,0.5
354,1610612742,2022-11-29,Dallas,0.5
355,1610612750,2022-11-29,Minnesota,0.476
356,1610612760,2022-11-29,Oklahoma City,0.381
357,1610612747,2022-11-29,L.A. Lakers,0.368
358,1610612759,2022-11-29,San Antonio,0.286
359,1610612745,2022-11-29,Houston,0.25
360,1610612756,2022-11-28,Phoenix,0.7
361,1610612743,2022-11-28,Denver,0.65
362,1610612763,2022-11-28,Memphis,0.6
363,1610612740,2022-11-28,New Orleans,0.6
364,1610612746,2022-11-28,LA Clippers,0.571
365,1610612757,2022-11-28,Portland,0.55
366,1610612758,2022-11-28,Sacramento,0.526
367,1610612744,2022-11-28,Golden State,0.524
368,1610612762,2022-11-28,Utah,0.522
369,1610612750,2022-11-28,Minnesota,0.476
370,1610612742,2022-11-28,Dallas,0.474
371,1610612760,2022-11-28,Oklahoma City,0.381
372,1610612747,2022-11-28,L.A. Lakers,0.368
373,1610612759,2022-11-28,San Antonio,0.286
374,1610612745,2022-11-28,Houston,0.25
375,1610612756,2022-11-27,Phoenix,0.684
376,1610612743,2022-11-27,Denver,0.632
377,1610612763,2022-11-27,Memphis,0.6
378,1610612740,2022-11-27,New Orleans,0.579
379,1610612746,2022-11-27,LA Clippers,0.571
380,1610612758,2022-11-27,Sacramento,0.556
381,1610612757,2022-11-27,Portland,0.55
382,1610612762,2022-11-27,Utah,0.545
383,1610612744,2022-11-27,Golden State,0.524
384,1610612750,2022-11-27,Minnesota,0.5
385,1610612742,2022-11-27,Dallas,0.474
386,1610612760,2022-11-27,Oklahoma City,0.4
387,1610612747,2022-11-27,L.A. Lakers,0.389
388,1610612759,2022-11-27,San Antonio,0.286
389,1610612745,2022-11-27,Houston,0.263
390,1610612756,2022-11-26,Phoenix,0.684
391,1610612743,2022-11-26,Denver,0.632
392,1610612763,2022-11-26,Memphis,0.579
393,1610612740,2022-11-26,New Orleans,0.579
394,1610612757,2022-11-26,Portland,0.579
395,1610612758,2022-11-26,Sacramento,0.556
396,1610612746,2022-11-26,LA Clippers,0.55
397,1610612762,2022-11-26,Utah,0.545
398,1610612750,2022-11-26,Minnesota,0.526
399,1610612744,2022-11-26,Golden State,0.5
400,1610612742,2022-11-26,Dallas,0.5
401,1610612760,2022-11-26,Oklahoma City,0.4
402,1610612747,2022-11-26,L.A. Lakers,0.389
403,1610612759,2022-11-26,San Antonio,0.286
404,1610612745,2022-11-26,Houston,0.263
405,1610612756,2022-11-25,Phoenix,0.667
406,1610612743,2022-11-25,Denver,0.632
407,1610612763,2022-11-25,Memphis,0.579
408,1610612740,2022-11-25,New Orleans,0.579
409,1610612757,2022-11-25,Portland,0.579
410,1610612762,2022-11-25,Utah,0.571
411,1610612758,2022-11-25,Sacramento,0.556
412,1610612746,2022-11-25,LA Clippers,0.55
413,1610612742,2022-11-25,Dallas,0.529
414,1610612750,2022-11-25,Minnesota,0.526
415,1610612744,2022-11-25,Golden State,0.5
416,1610612760,2022-11-25,Oklahoma City,0.421
417,1610612747,2022-11-25,L.A. Lakers,0.353
418,1610612759,2022-11-25,San Antonio,0.3
419,1610612745,2022-11-25,Houston,0.222
420,1610612756,2022-11-24,Phoenix,0.647
421,1610612743,2022-11-24,Denver,0.611
422,1610612740,2022-11-24,New Orleans,0.611
423,1610612762,2022-11-24,Utah,0.6
424,1610612758,2022-11-24,Sacramento,0.588
425,1610612746,2022-11-24,LA Clippers,0.579
426,1610612763,2022-11-24,Memphis,0.556
427,1610612750,2022-11-24,Minnesota,0.556
428,1610612757,2022-11-24,Portland,0.556
429,1610612742,2022-11-24,Dallas,0.529
430,1610612744,2022-11-24,Golden State,0.474
431,1610612760,2022-11-24,Oklahoma City,0.389
432,1610612759,2022-11-24,San Antonio,0.316
433,1610612747,2022-11-24,L.A. Lakers,0.313
434,1610612745,2022-11-24,Houston,0.176
435,1610612756,2022-11-23,Phoenix,0.647
436,1610612743,2022-11-23,Denver,0.611
437,1610612740,2022-11-23,New Orleans,0.611
438,1610612762,2022-11-23,Utah,0.6
439,1610612758,2022-11-23,Sacramento,0.588
440,1610612746,2022-11-23,LA Clippers,0.579
441,1610612763,2022-11-23,Memphis,0.556
442,1610612750,2022-11-23,Minnesota,0.556
443,1610612757,2022-11-23,Portland,0.556
444,1610612742,2022-11-23,Dallas,0.529
445,1610612744,2022-11-23,Golden State,0.474
446,1610612760,2022-11-23,Oklahoma City,0.389
447,1610612759,2022-11-23,San Antonio,0.316
448,1610612747,2022-11-23,L.A. Lakers,0.313
449,1610612745,2022-11-23,Houston,0.176
450,1610612756,2022-11-22,Phoenix,0.647
451,1610612762,2022-11-22,Utah,0.632
452,1610612758,2022-11-22,Sacramento,0.625
453,1610612746,2022-11-22,LA Clippers,0.611
454,1610612743,2022-11-22,Denver,0.588
455,1610612740,2022-11-22,New Orleans,0.588
456,1610612757,2022-11-22,Portland,0.588
457,1610612742,2022-11-22,Dallas,0.563
458,1610612763,2022-11-22,Memphis,0.556
459,1610612750,2022-11-22,Minnesota,0.529
460,1610612744,2022-11-22,Golden State,0.444
461,1610612760,2022-11-22,Oklahoma City,0.412
462,1610612759,2022-11-22,San Antonio,0.333
463,1610612747,2022-11-22,L.A. Lakers,0.313
464,1610612745,2022-11-22,Houston,0.176
465,1610612762,2022-11-21,Utah,0.632
466,1610612743,2022-11-21,Denver,0.625
467,1610612756,2022-11-21,Phoenix,0.625
468,1610612746,2022-11-21,LA Clippers,0.611
469,1610612758,2022-11-21,Sacramento,0.6
470,1610612763,2022-11-21,Memphis,0.588
471,1610612740,2022-11-21,New Orleans,0.588
472,1610612757,2022-11-21,Portland,0.588
473,1610612742,2022-11-21,Dallas,0.563
474,1610612750,2022-11-21,Minnesota,0.529
475,1610612744,2022-11-21,Golden State,0.444
476,1610612760,2022-11-21,Oklahoma City,0.412
477,1610612759,2022-11-21,San Antonio,0.333
478,1610612747,2022-11-21,L.A. Lakers,0.333
479,1610612745,2022-11-21,Houston,0.176
480,1610612762,2022-11-20,Utah,0.667
481,1610612743,2022-11-20,Denver,0.625
482,1610612756,2022-11-20,Phoenix,0.625
483,1610612757,2022-11-20,Portland,0.625
484,1610612758,2022-11-20,Sacramento,0.6
485,1610612746,2022-11-20,LA Clippers,0.588
486,1610612763,2022-11-20,Memphis,0.588
487,1610612742,2022-11-20,Dallas,0.563
488,1610612740,2022-11-20,New Orleans,0.563
489,1610612750,2022-11-20,Minnesota,0.5
490,1610612744,2022-11-20,Golden State,0.471
491,1610612760,2022-11-20,Oklahoma City,0.438
492,1610612759,2022-11-20,San Antonio,0.333
493,1610612747,2022-11-20,L.A. Lakers,0.333
494,1610612745,2022-11-20,Houston,0.176
495,1610612762,2022-11-19,Utah,0.667
496,1610612763,2022-11-19,Memphis,0.625
497,1610612757,2022-11-19,Portland,0.625
498,1610612742,2022-11-19,Dallas,0.6
499,1610612743,2022-11-19,Denver,0.6
500,1610612756,2022-11-19,Phoenix,0.6
501,1610612746,2022-11-19,LA Clippers,0.588
502,1610612758,2022-11-19,Sacramento,0.571
503,1610612740,2022-11-19,New Orleans,0.563
504,1610612750,2022-11-19,Minnesota,0.5
505,1610612744,2022-11-19,Golden State,0.438
506,1610612760,2022-11-19,Oklahoma City,0.438
507,1610612759,2022-11-19,San Antonio,0.353
508,1610612747,2022-11-19,L.A. Lakers,0.286
509,1610612745,2022-11-19,Houston,0.188
510,1610612757,2022-11-18,Portland,0.667
511,1610612762,2022-11-18,Utah,0.647
512,1610612763,2022-11-18,Memphis,0.625
513,1610612742,2022-11-18,Dallas,0.6
514,1610612743,2022-11-18,Denver,0.6
515,1610612756,2022-11-18,Phoenix,0.6
516,1610612758,2022-11-18,Sacramento,0.571
517,1610612746,2022-11-18,LA Clippers,0.563
518,1610612740,2022-11-18,New Orleans,0.563
519,1610612750,2022-11-18,Minnesota,0.467
520,1610612744,2022-11-18,Golden State,0.438
521,1610612760,2022-11-18,Oklahoma City,0.438
522,1610612759,2022-11-18,San Antonio,0.375
523,1610612747,2022-11-18,L.A. Lakers,0.286
524,1610612745,2022-11-18,Houston,0.188
525,1610612757,2022-11-17,Portland,0.667
526,1610612743,2022-11-17,Denver,0.643
527,1610612756,2022-11-17,Phoenix,0.643
528,1610612762,2022-11-17,Utah,0.625
529,1610612763,2022-11-17,Memphis,0.6
530,1610612740,2022-11-17,New Orleans,0.6
531,1610612742,2022-11-17,Dallas,0.571
532,1610612758,2022-11-17,Sacramento,0.571
533,1610612746,2022-11-17,LA Clippers,0.563
534,1610612750,2022-11-17,Minnesota,0.467
535,1610612760,2022-11-17,Oklahoma City,0.467
536,1610612744,2022-11-17,Golden State,0.4
537,1610612759,2022-11-17,San Antonio,0.375
538,1610612747,2022-11-17,L.A. Lakers,0.231
539,1610612745,2022-11-17,Houston,0.2
540,1610612757,2022-11-16,Portland,0.714
541,1610612743,2022-11-16,Denver,0.643
542,1610612756,2022-11-16,Phoenix,0.643
543,1610612762,2022-11-16,Utah,0.625
544,1610612763,2022-11-16,Memphis,0.6
545,1610612740,2022-11-16,New Orleans,0.6
546,1610612742,2022-11-16,Dallas,0.571
547,1610612758,2022-11-16,Sacramento,0.538
548,1610612746,2022-11-16,LA Clippers,0.533
549,1610612750,2022-11-16,Minnesota,0.467
550,1610612760,2022-11-16,Oklahoma City,0.467
551,1610612744,2022-11-16,Golden State,0.4
552,1610612759,2022-11-16,San Antonio,0.4
553,1610612747,2022-11-16,L.A. Lakers,0.231
554,1610612745,2022-11-16,Houston,0.2
555,1610612757,2022-11-15,Portland,0.714
556,1610612743,2022-11-15,Denver,0.692
557,1610612762,2022-11-15,Utah,0.625
558,1610612742,2022-11-15,Dallas,0.615
559,1610612756,2022-11-15,Phoenix,0.615
560,1610612763,2022-11-15,Memphis,0.6
561,1610612740,2022-11-15,New Orleans,0.571
562,1610612758,2022-11-15,Sacramento,0.538
563,1610612746,2022-11-15,LA Clippers,0.533
564,1610612744,2022-11-15,Golden State,0.429
565,1610612750,2022-11-15,Minnesota,0.429
566,1610612760,2022-11-15,Oklahoma City,0.429
567,1610612759,2022-11-15,San Antonio,0.4
568,1610612747,2022-11-15,L.A. Lakers,0.231
569,1610612745,2022-11-15,Houston,0.143
570,1610612743,2022-11-14,Denver,0.692
571,1610612757,2022-11-14,Portland,0.692
572,1610612762,2022-11-14,Utah,0.667
573,1610612763,2022-11-14,Memphis,0.643
574,1610612756,2022-11-14,Phoenix,0.615
575,1610612742,2022-11-14,Dallas,0.583
576,1610612746,2022-11-14,LA Clippers,0.571
577,1610612740,2022-11-14,New Orleans,0.538
578,1610612758,2022-11-14,Sacramento,0.5
579,1610612744,2022-11-14,Golden State,0.429
580,1610612750,2022-11-14,Minnesota,0.429
581,1610612760,2022-11-14,Oklahoma City,0.429
582,1610612759,2022-11-14,San Antonio,0.429
583,1610612747,2022-11-14,L.A. Lakers,0.231
584,1610612745,2022-11-14,Houston,0.143
585,1610612743,2022-11-13,Denver,0.692
586,1610612757,2022-11-13,Portland,0.692
587,1610612762,2022-11-13,Utah,0.667
588,1610612756,2022-11-13,Phoenix,0.667
589,1610612763,2022-11-13,Memphis,0.643
